Date,Price
7/5/2023,58308
7/4/2023,58194
7/3/2023,58119
6/30/2023,58020
6/29/2023,57578
6/28/2023,57796
6/27/2023,58015
6/26/2023,58256
6/23/2023,58188
6/22/2023,58144
6/21/2023,58630
6/20/2023,58721
6/19/2023,59043
6/16/2023,59249
6/15/2023,59249
6/14/2023,59249
6/13/2023,59222
6/12/2023,59595
6/9/2023,59777
6/8/2023,59809
6/7/2023,59511
6/6/2023,59902
6/5/2023,59805
6/2/2023,59656
6/1/2023,60033
5/31/2023,60252
5/30/2023,59845
5/29/2023,59358
5/26/2023,59430
5/25/2023,59493
5/24/2023,59918
5/23/2023,60220
5/22/2023,60271
5/19/2023,60389
5/18/2023,59758
5/17/2023,60189
5/16/2023,60280
5/15/2023,60987
5/12/2023,60843
5/11/2023,60886
5/10/2023,61207
5/9/2023,61359
5/8/2023,60916
5/5/2023,60799
5/4/2023,61683
5/3/2023,61073
5/2/2023,60787
5/1/2023,59979
4/28/2023,60057
4/27/2023,59913
4/26/2023,59849
4/25/2023,60123
4/24/2023,59928
4/21/2023,59810
4/20/2023,60389
4/19/2023,60172
4/18/2023,60331
4/17/2023,60051
4/14/2023,60145
4/13/2023,60987
4/12/2023,60404
4/11/2023,60281
4/10/2023,59867
4/6/2023,60276
4/5/2023,60366
4/4/2023,60435
4/3/2023,59600
3/31/2023,59314
3/30/2023,59389
3/29/2023,58997
3/28/2023,58986
3/27/2023,58496
3/24/2023,59226
3/23/2023,59436
3/22/2023,58684
3/21/2023,58520
3/20/2023,59424
3/17/2023,59231
3/16/2023,57942
3/15/2023,58263
3/14/2023,57417
3/13/2023,57539
3/10/2023,56101
3/9/2023,55272
3/8/2023,54955
3/7/2023,55077
3/6/2023,55752
3/3/2023,55879
3/2/2023,55915
3/1/2023,56047
2/28/2023,55714
2/27/2023,55447
2/24/2023,55535
2/23/2023,55630
2/22/2023,56060
2/21/2023,56157
2/20/2023,56202
2/17/2023,56232
2/16/2023,56229
2/15/2023,56151
2/14/2023,56679
2/13/2023,56486
2/10/2023,56711
2/9/2023,56797
2/8/2023,57128
2/7/2023,57175
2/6/2023,56926
2/3/2023,57424
2/2/2023,57710
2/1/2023,57599
1/31/2023,56864
1/30/2023,56754
1/27/2023,56789
1/25/2023,56865
1/24/2023,56881
1/23/2023,56705
1/20/2023,56569
1/19/2023,56443
1/18/2023,56220
1/17/2023,56306
1/16/2023,56414
1/13/2023,56224
1/12/2023,55801
1/11/2023,55641
1/10/2023,55642
1/9/2023,55792
1/6/2023,55628
1/5/2023,55071
1/4/2023,55688
1/3/2023,55380
1/2/2023,55016
12/30/2022,54779
12/29/2022,54642
12/28/2022,54324
12/27/2022,54546
12/26/2022,54230
12/23/2022,54104
12/22/2022,54066
12/21/2022,54684
12/20/2022,54541
12/19/2022,53945
12/16/2022,53957
12/15/2022,53795
12/14/2022,54340
12/13/2022,54376
12/12/2022,53791
12/9/2022,53950
12/8/2022,53741
12/7/2022,53665
12/6/2022,53446
12/5/2022,53300
12/2/2022,53346
12/1/2022,53339
11/30/2022,52434
11/29/2022,52357
11/28/2022,52148
11/25/2022,52386
11/24/2022,52494
11/23/2022,52259
11/22/2022,52161
11/21/2022,52201
11/18/2022,52501
11/17/2022,52698
11/16/2022,52883
11/15/2022,52545
11/14/2022,52601
11/11/2022,52275
11/10/2022,52033
11/9/2022,51474
11/8/2022,51581
11/7/2022,50901
11/4/2022,50615
11/3/2022,49876
11/2/2022,50414
11/1/2022,50250
10/31/2022,50070
10/28/2022,49956
10/27/2022,50450
10/26/2022,50411
10/25/2022,50353
10/24/2022,50319
10/21/2022,50361
10/20/2022,49938
10/19/2022,49981
10/18/2022,50192
10/17/2022,50231
10/14/2022,50067
10/13/2022,50615
10/12/2022,50713
10/11/2022,50874
10/10/2022,50871
10/7/2022,51716
10/6/2022,51711
10/5/2022,51361
10/4/2022,51127
10/3/2022,50245
9/30/2022,50029
9/29/2022,49902
9/28/2022,49726
9/27/2022,49160
9/26/2022,49110
9/23/2022,49382
9/22/2022,49955
9/21/2022,49428
9/20/2022,49218
9/19/2022,49361
9/16/2022,49451
9/15/2022,49394
9/14/2022,50101
9/13/2022,50233
9/12/2022,50696
9/9/2022,50592
9/8/2022,50429
9/7/2022,50570
9/6/2022,50354
9/5/2022,50604
9/2/2022,50313
9/1/2022,50169
8/31/2022,50520
8/30/2022,50701
8/29/2022,51181
8/26/2022,51242
8/25/2022,51628
8/24/2022,51480
8/23/2022,51458
8/22/2022,51217
8/19/2022,51517
8/18/2022,51642
8/17/2022,51563
8/16/2022,51821
8/12/2022,52456
8/11/2022,52246
8/10/2022,52184
8/9/2022,52383
8/8/2022,52183
8/5/2022,51641
8/4/2022,51802
8/3/2022,51216
8/2/2022,51274
8/1/2022,51260
7/29/2022,51365
7/28/2022,51274
7/27/2022,50722
7/26/2022,50612
7/25/2022,50567
7/22/2022,50720
7/21/2022,50427
7/20/2022,50309
7/19/2022,50395
7/18/2022,50457
7/15/2022,50212
7/14/2022,50323
7/13/2022,50849
7/12/2022,50532
7/11/2022,50709
7/8/2022,50832
7/7/2022,50691
7/6/2022,50581
7/5/2022,52238
7/4/2022,51808
7/1/2022,52227
6/30/2022,50719
6/29/2022,50836
6/28/2022,50824
6/27/2022,50681
6/24/2022,50614
6/23/2022,50608
6/22/2022,50898
6/21/2022,50775
6/20/2022,50748
6/17/2022,50824
6/16/2022,50945
6/15/2022,50433
6/14/2022,50251
6/13/2022,50682
6/10/2022,51645
6/9/2022,50971
6/8/2022,51036
6/7/2022,50929
6/6/2022,50871
6/3/2022,51287
6/2/2022,51078
6/1/2022,50504
5/31/2022,50924
5/30/2022,50908
5/27/2022,50961
5/26/2022,50858
5/25/2022,50815
5/24/2022,51146
5/23/2022,50934
5/20/2022,50842
5/19/2022,50579
5/18/2022,50235
5/17/2022,50237
5/16/2022,50291
5/13/2022,49944
5/12/2022,50249
5/11/2022,50862
5/10/2022,50662
5/9/2022,51026
5/6/2022,51381
5/5/2022,51653
5/4/2022,50836
5/3/2022,51022
5/2/2022,50831
4/29/2022,51809
4/28/2022,51391
4/27/2022,51357
4/26/2022,51655
4/25/2022,51462
4/22/2022,52250
4/21/2022,52356
4/20/2022,52499
4/19/2022,52603
4/18/2022,53104
4/14/2022,52793
4/13/2022,52871
4/12/2022,52656
4/11/2022,51985
4/8/2022,51854
4/7/2022,51681
4/6/2022,51433
4/5/2022,51619
4/4/2022,51229
4/1/2022,51264
3/31/2022,51633
3/30/2022,51042
3/29/2022,50730
3/28/2022,51442
3/25/2022,51687
3/24/2022,51841
3/23/2022,51580
3/22/2022,51219
3/21/2022,51546
3/18/2022,51383
3/17/2022,51597
3/16/2022,51105
3/15/2022,51522
3/14/2022,52238
3/11/2022,52828
3/10/2022,53183
3/9/2022,52724
3/8/2022,54146
3/7/2022,53461
3/4/2022,52274
3/3/2022,51569
3/2/2022,51133
3/1/2022,51565
2/28/2022,50530
2/25/2022,50039
2/24/2022,51403
2/23/2022,50226
2/22/2022,50186
2/21/2022,49998
2/18/2022,50034
2/17/2022,50277
2/16/2022,49546
2/15/2022,49332
2/14/2022,49827
2/11/2022,49024
2/10/2022,48867
2/9/2022,48575
2/8/2022,48345
2/7/2022,48168
2/4/2022,48081
2/3/2022,47884
2/2/2022,48049
2/1/2022,47966
1/31/2022,47840
1/28/2022,47652
1/27/2022,47974
1/25/2022,48836
1/24/2022,48537
1/21/2022,48243
1/20/2022,48372
1/19/2022,48368
1/18/2022,47926
1/17/2022,47908
1/14/2022,47803
1/13/2022,47759
1/12/2022,47802
1/11/2022,47694
1/10/2022,47471
1/7/2022,47481
1/6/2022,47499
1/5/2022,47974
1/4/2022,47763
1/3/2022,47473
12/31/2021,47994
12/30/2021,47746
12/29/2021,47673
12/28/2021,47888
12/27/2021,47933
12/24/2021,47982
12/23/2021,48012
12/22/2021,48026
12/21/2021,47933
12/20/2021,48130
12/17/2021,48467
12/16/2021,48407
12/15/2021,47900
12/14/2021,47895
12/13/2021,48106
12/10/2021,47993
12/9/2021,47802
12/8/2021,47900
12/7/2021,47922
12/6/2021,47787
12/3/2021,47425
12/2/2021,47307
12/1/2021,47525
11/30/2021,47439
11/29/2021,47613
11/26/2021,47610
11/25/2021,47444
11/24/2021,47469
11/23/2021,47460
11/22/2021,47963
11/19/2021,48829
11/18/2021,49047
11/17/2021,49262
11/16/2021,49038
11/15/2021,49269
11/12/2021,49277
11/11/2021,49208
11/10/2021,48857
11/9/2021,48263
11/8/2021,48025
11/5/2021,47959
11/4/2021,47559
11/3/2021,46961
11/2/2021,47683
11/1/2021,47692
10/29/2021,47502
10/28/2021,47777
10/27/2021,47804
10/26/2021,47680
10/25/2021,48030
10/22/2021,47668
10/21/2021,47314
10/20/2021,47380
10/19/2021,47196
10/18/2021,47186
10/15/2021,47106
10/14/2021,47748
10/13/2021,47753
10/12/2021,47097
10/11/2021,46941
10/8/2021,46922
10/7/2021,46737
10/6/2021,46781
10/5/2021,46459
10/4/2021,46618
10/1/2021,46315
9/30/2021,46221
9/29/2021,45550
9/28/2021,45819
9/27/2021,46064
9/24/2021,45995
9/23/2021,46083
9/22/2021,46682
9/21/2021,46641
9/20/2021,46297
9/17/2021,46025
9/16/2021,46120
9/15/2021,46949
9/14/2021,47267
9/13/2021,46946
9/10/2021,46858
9/9/2021,47021
9/8/2021,47072
9/7/2021,46989
9/6/2021,47450
9/3/2021,47342
9/2/2021,47048
9/1/2021,47093
8/31/2021,47060
8/30/2021,47049
8/27/2021,47416
8/26/2021,47163
8/25/2021,47108
8/24/2021,47532
8/23/2021,47511
8/20/2021,47110
8/19/2021,47119
8/18/2021,47069
8/17/2021,47206
8/16/2021,47138
8/13/2021,46886
8/12/2021,46335
8/11/2021,46351
8/10/2021,45936
8/9/2021,45949
8/6/2021,46682
8/5/2021,47959
8/4/2021,47872
8/3/2021,47854
8/2/2021,47937
7/30/2021,47901
7/29/2021,48210
7/28/2021,47535
7/27/2021,47551
7/26/2021,47455
7/23/2021,47521
7/22/2021,47624
7/21/2021,47584
7/20/2021,47861
7/19/2021,48069
7/16/2021,48040
7/15/2021,48358
7/14/2021,48265
7/13/2021,47887
7/12/2021,47768
7/9/2021,47898
7/8/2021,47735
7/7/2021,47887
7/6/2021,47694
7/5/2021,47567
7/2/2021,47286
7/1/2021,46985
6/30/2021,46817
6/29/2021,46438
6/28/2021,46821
6/25/2021,46757
6/24/2021,46701
6/23/2021,46921
6/22/2021,46838
6/21/2021,46904
6/18/2021,46592
6/17/2021,46781
6/16/2021,48279
6/15/2021,48230
6/14/2021,48318
6/11/2021,48717
6/10/2021,48975
6/9/2021,48904
6/8/2021,48908
6/7/2021,48911
6/4/2021,48650
6/3/2021,48293
6/2/2021,49108
6/1/2021,48935
5/31/2021,48807
5/28/2021,48543
5/27/2021,48561
5/26/2021,48728
5/25/2021,48780
5/24/2021,48514
5/21/2021,48368
5/20/2021,48519
5/19/2021,48660
5/18/2021,48288
5/17/2021,48437
5/14/2021,47682
5/13/2021,47452
5/12/2021,47491
5/11/2021,47625
5/10/2021,47925
5/7/2021,47719
5/6/2021,47536
5/5/2021,46591
5/4/2021,46782
5/3/2021,46963
4/30/2021,46431
4/29/2021,46400
4/28/2021,46697
4/27/2021,46960
4/26/2021,47117
4/23/2021,47169
4/22/2021,47426
4/21/2021,47892
4/20/2021,47498
4/19/2021,47084
4/16/2021,47022
4/15/2021,46881
4/14/2021,46317
4/13/2021,46674
4/12/2021,46188
4/9/2021,46344
4/8/2021,46576
4/7/2021,46128
4/6/2021,45685
4/5/2021,44985
4/1/2021,44957
3/31/2021,44418
3/30/2021,43941
3/29/2021,43754
3/26/2021,44629
3/25/2021,44726
3/24/2021,44841
3/23/2021,44636
3/22/2021,44885
3/19/2021,45008
3/18/2021,44942
3/17/2021,44848
3/16/2021,44820
3/15/2021,44906
3/12/2021,44737
3/11/2021,44876
3/10/2021,44774
3/9/2021,44844
3/8/2021,44233
3/5/2021,44442
3/4/2021,44581
3/3/2021,44721
3/2/2021,45224
3/1/2021,45021
2/26/2021,45569
2/25/2021,46085
2/24/2021,46369
2/23/2021,46632
2/22/2021,46782
2/19/2021,46095
2/18/2021,46046
2/17/2021,46134
2/16/2021,46777
2/15/2021,47118
2/12/2021,47169
2/11/2021,47377
2/10/2021,47863
2/9/2021,47818
2/8/2021,47726
2/5/2021,46978
2/4/2021,46695
2/3/2021,47703
2/2/2021,47752
2/1/2021,48424
1/29/2021,49111
1/28/2021,48672
1/27/2021,48879
1/25/2021,49144
1/22/2021,49131
1/21/2021,49418
1/20/2021,49528
1/19/2021,49011
1/18/2021,48918
1/15/2021,48745
1/14/2021,49238
1/13/2021,49354
1/12/2021,49098
1/11/2021,49386
1/8/2021,49035
1/7/2021,50918
1/6/2021,50545
1/5/2021,51456
1/4/2021,51349
1/1/2021,50081
12/31/2020,50081
12/30/2020,49881
12/29/2020,49722
12/28/2020,49761
12/24/2020,49787
12/23/2020,49909
12/22/2020,49768
12/21/2020,50146
12/18/2020,50100
12/17/2020,50263
12/16/2020,49544
12/15/2020,49416
12/14/2020,48916
12/11/2020,49306
12/10/2020,49081
12/9/2020,49256
12/8/2020,50049
12/7/2020,49923
12/4/2020,49322
12/3/2020,49061
12/2/2020,48959
12/1/2020,48641
11/30/2020,47898
11/27/2020,48189
11/26/2020,48597
11/25/2020,48568
11/24/2020,48683
11/23/2020,49555
11/20/2020,50279
11/19/2020,50063
11/18/2020,50377
11/17/2020,50806
11/16/2020,50870
11/14/2020,50945
11/13/2020,50956
11/12/2020,50652
11/11/2020,50230
11/10/2020,50561
11/9/2020,49795
11/6/2020,52190
11/5/2020,51901
11/4/2020,50829
11/3/2020,51509
11/2/2020,51032
10/30/2020,50641
10/29/2020,50276
10/28/2020,50483
10/27/2020,50984
10/26/2020,50953
10/23/2020,50820
10/22/2020,50741
10/21/2020,51313
10/20/2020,50937
10/19/2020,50751
10/16/2020,50605
10/15/2020,50775
10/14/2020,50614
10/13/2020,50306
10/12/2020,51166
10/9/2020,50872
10/8/2020,50239
10/7/2020,50133
10/6/2020,50617
10/5/2020,50809
10/1/2020,50345
9/30/2020,50232
9/29/2020,50607
9/28/2020,49928
9/25/2020,49539
9/24/2020,49959
9/23/2020,49576
9/22/2020,50454
9/21/2020,50512
9/18/2020,51764
9/17/2020,51498
9/16/2020,51876
9/15/2020,51818
9/14/2020,51759
9/11/2020,51393
9/10/2020,51832
9/9/2020,51486
9/8/2020,51433
9/7/2020,51149
9/4/2020,50728
9/3/2020,50768
9/2/2020,50577
9/1/2020,51017
8/31/2020,51099
8/28/2020,51050
8/27/2020,50507
8/26/2020,51619
8/25/2020,50936
8/24/2020,51385
8/21/2020,52045
8/20/2020,52302
8/19/2020,52824
8/18/2020,53738
8/17/2020,53435
8/14/2020,52451
8/13/2020,53148
8/12/2020,52505
8/11/2020,52144
8/10/2020,55243
8/7/2020,55018
8/6/2020,56117
8/5/2020,55597
8/4/2020,54784
8/3/2020,53927
7/31/2020,53582
7/30/2020,52986
7/29/2020,53207
7/28/2020,52731
7/27/2020,52227
7/24/2020,51120
7/23/2020,50762
7/22/2020,50115
7/21/2020,49559
7/20/2020,49067
7/17/2020,49001
7/16/2020,48811
7/15/2020,49182
7/14/2020,49277
7/13/2020,49180
7/10/2020,48883
7/9/2020,48896
7/8/2020,49160
7/7/2020,48796
7/6/2020,48247
7/3/2020,48336
7/2/2020,48437
7/1/2020,48400
6/30/2020,48861
6/29/2020,48194
6/26/2020,48363
6/25/2020,47952
6/24/2020,48105
6/23/2020,48186
6/22/2020,47912
6/19/2020,47907
6/18/2020,47328
6/17/2020,47320
6/16/2020,47534
6/15/2020,46999
6/12/2020,47325
6/11/2020,47405
6/10/2020,46629
6/9/2020,46595
6/8/2020,46110
6/5/2020,46346
6/4/2020,46781
6/3/2020,46203
6/2/2020,46796
6/1/2020,47018
5/29/2020,46858
5/28/2020,46474
5/27/2020,46647
5/26/2020,46393
5/25/2020,46953
5/22/2020,47057
5/21/2020,46417
5/20/2020,47129
5/19/2020,47036
5/18/2020,46652
5/15/2020,47352
5/14/2020,46631
5/13/2020,45983
5/12/2020,45635
5/11/2020,45785
5/8/2020,45820
5/7/2020,46147
5/6/2020,45387
5/5/2020,45539
5/4/2020,45762
5/1/2020,45251
4/30/2020,44647
4/29/2020,45439
4/28/2020,46188
4/27/2020,46353
4/24/2020,46550
4/23/2020,46475
4/22/2020,46189
4/21/2020,45383
4/20/2020,45724
4/17/2020,45855
4/16/2020,47203
4/15/2020,46696
4/13/2020,46270
4/9/2020,45279
4/8/2020,44944
4/7/2020,45043
4/3/2020,44298
4/1/2020,43578
3/31/2020,43225
3/30/2020,43883
3/27/2020,43590
3/26/2020,43631
3/25/2020,42713
3/24/2020,41873
3/23/2020,41317
3/20/2020,40419
3/19/2020,39889
3/18/2020,39764
3/17/2020,40279
3/16/2020,39548
3/13/2020,40382
3/12/2020,42217
3/11/2020,43334
3/10/2020,43694
3/9/2020,44308
3/6/2020,44098
3/5/2020,43874
3/4/2020,43235
3/3/2020,43100
3/2/2020,42017
2/28/2020,41763
2/27/2020,42193
2/26/2020,42349
2/25/2020,42675
2/24/2020,43456
2/21/2020,42511
2/20/2020,41886
2/19/2020,41463
2/18/2020,41311
2/17/2020,40686
2/14/2020,40879
2/13/2020,40580
2/12/2020,40427
2/11/2020,40353
2/10/2020,40607
2/7/2020,40563
2/6/2020,40287
2/5/2020,40213
2/4/2020,40056
2/3/2020,40633
2/1/2020,41099
1/31/2020,41012
1/30/2020,40897
1/29/2020,40321
1/28/2020,40200
1/27/2020,40557
1/24/2020,40322
1/23/2020,40255
1/22/2020,39893
1/21/2020,39892
1/20/2020,39927
1/17/2020,39920
1/16/2020,39676
1/15/2020,39598
1/14/2020,39443
1/13/2020,39541
1/10/2020,39849
1/9/2020,39806
1/8/2020,40078
1/7/2020,40635
1/6/2020,40448
1/3/2020,39925
1/2/2020,39220
1/1/2020,38938
12/31/2019,38999
12/30/2019,38823
12/27/2019,38978
12/26/2019,38767
12/24/2019,38624
12/23/2019,38231
12/20/2019,38002
12/19/2019,38110
12/18/2019,37932
12/17/2019,37961
12/16/2019,37873
12/13/2019,37776
12/12/2019,37559
12/11/2019,37693
12/10/2019,37604
12/9/2019,37638
12/6/2019,37748
12/5/2019,38095
12/4/2019,38188
12/3/2019,38267
12/2/2019,37915
11/29/2019,37961
11/28/2019,37780
11/27/2019,37578
11/26/2019,37775
11/25/2019,37782
11/22/2019,37927
11/21/2019,37971
11/20/2019,38155
11/19/2019,38206
11/18/2019,38228
11/15/2019,38002
11/14/2019,38269
11/13/2019,38107
11/12/2019,37740
11/11/2019,37688
11/8/2019,37705
11/7/2019,37595
11/6/2019,38239
11/5/2019,38458
11/4/2019,38734
11/1/2019,38652
10/31/2019,38842
10/30/2019,38369
10/29/2019,38110
10/28/2019,38103
10/27/2019,38280
10/25/2019,38362
10/24/2019,38452
10/23/2019,38124
10/22/2019,38025
10/21/2019,37969
10/18/2019,38121
10/17/2019,38216
10/16/2019,38248
10/15/2019,38067
10/14/2019,38250
10/11/2019,37839
10/10/2019,38120
10/9/2019,38384
10/8/2019,38242
10/7/2019,37978
10/4/2019,38002
10/3/2019,38012
10/1/2019,37377
9/30/2019,36873
9/27/2019,37706
9/26/2019,37773
9/25/2019,37571
9/24/2019,38091
9/23/2019,37905
9/20/2019,37669
9/19/2019,37672
9/18/2019,37837
9/17/2019,37995
9/16/2019,38161
9/13/2019,37517
9/12/2019,37747
9/11/2019,37965
9/10/2019,38248
9/9/2019,38459
9/6/2019,38551
9/5/2019,38504
9/4/2019,39337
9/3/2019,39314
9/2/2019,38708
8/30/2019,38300
8/29/2019,38426
8/28/2019,38772
8/27/2019,38644
8/26/2019,38415
8/23/2019,38357
8/22/2019,37779
8/21/2019,37598
8/20/2019,37640
8/19/2019,37484
8/16/2019,37487
8/14/2019,37688
8/13/2019,37268
8/12/2019,37812
8/9/2019,37558
8/8/2019,37311
8/7/2019,37899
8/6/2019,37182
8/5/2019,36711
8/2/2019,35705
8/1/2019,35134
